Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms,Publisher_clean
PS4_Arcade Archives: Youkai Douchuki,PS4,Arcade Archives: Youkai Douchuki,Unknown,Namco,0,0,0,0,0,0,,05/01/2024,,,,,,playway
PS4_Arcadegeddon,PS4,Arcadegeddon,Unknown,IllFonic,0,0,0,0,0,0,,06/07/2022,,,,,,playway
PS4_Arietta of Spirits,PS4,Arietta of Spirits,Unknown,Third Spirit Games,0,0,0,0,0,0,,13/06/2021,3.58,12,68,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Arizona Sunshine,PS4,Arizona Sunshine,Unknown,Vertigo Gaming Inc.,0,0,0,0,0,0,,16/09/2020,3.72,85,81,"Indie, Adventure, Action","PC, PlayStation 4",playway
PS4_Arizona Sunshine Remake,PS4,Arizona Sunshine Remake,Unknown,Vertigo Games,0,0,0,0,0,0,,21/11/2024,,,,,,playway
PS4_Armored Warfare,PS4,Armored Warfare,Unknown,Mail.ru,0,0,0,0,0,0,,08/03/2018,,,,,,playway
PS4_Arzette: The Jewel of Faramore,PS4,Arzette: The Jewel of Faramore,Unknown,Seedy Eye Software,0,0,0,0,0,0,,11/02/2024,,,,,,playway
PS4_As Dusk Falls,PS4,As Dusk Falls,Unknown,Interior/Night,0,0,0,0,0,0,,01/02/2024,,,,,,playway
PS4_Braid: Anniversary Edition,PS4,Braid: Anniversary Edition,Unknown,"Thekla, Inc.",0,0,0,0,0,0,,18/11/2024,,,,,,playway
PS4_Crypto by POWGI,PS4,Crypto by POWGI,Unknown,Lightwood Games,0,0,0,0,0,0,,29/01/2024,0,1,,,"Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Crisis Core: Final Fantasy VII Reunion,PS4,Crisis Core: Final Fantasy VII Reunion,Unknown,Square Enix,0,0,0,0,0,0,,13/09/2022,3.91,76,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Crossovers by POWGI,PS4,Crossovers by POWGI,Unknown,Lightwood Games,0,0,0,0,0,0,16/04/2019,29/01/2024,,,,,,playway
PS4_Crow Country,PS4,Crow Country,Unknown,SFB Games,0,0,0,0,0,0,,10/05/2024,4.47,15,,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Crypt Custodian,PS4,Crypt Custodian,Unknown,Kyle Thompson,0,0,0,0,0,0,,12/09/2024,3.94,17,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Crash Team Rumble,PS4,Crash Team Rumble,Unknown,Toys for Bob,0,0,0,0,0,0,,09/12/2022,0,0,,Massively Multiplayer,"PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Crystal Crisis,PS4,Crystal Crisis,Unknown,Nicalis,0,0,0,0,0,0,,13/08/2019,0,4,,"Casual, Action, Puzzle","PC, PlayStation 4, Nintendo Switch",playway
PS4_Cult of the Lamb,PS4,Cult of the Lamb,Unknown,Massive Monster,0,0,0,0,0,0,,03/08/2022,4.11,426,,"Indie, Strategy, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",playway
PS4_Cuphead - The Delicious Last Course,PS4,Cuphead - The Delicious Last Course,Unknown,Studio MDHR,0,0,0,0,0,0,,10/06/2022,,,,,,playway
PS4_Curved Space,PS4,Curved Space,Unknown,Only By Midnight Ltd.,0,0,0,0,0,0,,29/06/2021,0,2,,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Brawlout,PS4,Brawlout,Unknown,Angry Mob Games,0,0,0,0,0,0,,10/02/2018,3.06,31,62,"Casual, Indie, Action, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Control: The Foundation,PS4,Control: The Foundation,Unknown,Remedy Entertainment,0,0,0,0,0,0,,13/09/2022,4.02,184,78,"Shooter, Adventure, Action","PC, Xbox One, PlayStation 4",playway
PS4_Conan Chop Chop,PS4,Conan Chop Chop,Unknown,Funcom Oslo A/S,0,0,0,0,0,0,,10/06/2019,0,4,72,"Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Cooking Mama: CookStar,PS4,Cooking Mama: CookStar,Unknown,Ravenscourt,0,0,0,0,0,0,,17/08/2019,0,1,,"Casual, Simulation","PlayStation 4, Nintendo Switch",playway
PS4_Cotton Fantasy,PS4,Cotton Fantasy,Unknown,Studio Saizensen,0,0,0,0,0,0,,05/03/2022,,,,,,playway
PS4_Cotton Reboot!,PS4,Cotton Reboot!,Unknown,Rocket-Engine,0,0,0,0,0,0,,26/06/2021,,,,,,playway
PS4_Cozy Grove,PS4,Cozy Grove,Unknown,Spry Fox,0,0,0,0,0,0,,28/09/2021,3.63,47,,"Casual, Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",playway
PS4_Daydream: Forgotten Sorrow,PS4,Daydream: Forgotten Sorrow,Unknown,Frozen Line,0,0,0,0,0,0,,11/07/2024,,,,,,playway
PS4_Daymare: 1994 Sandcastle,PS4,Daymare: 1994 Sandcastle,Unknown,Invader Studios,0,0,0,0,0,0,,25/04/2023,,,,,,playway
PS4_Dead Cells: Fatal Falls,PS4,Dead Cells: Fatal Falls,Unknown,Motion Twin,0,0,0,0,0,0,,02/08/2021,,,,,,playway
PS4_Dead Cells: Return to Castlevania,PS4,Dead Cells: Return to Castlevania,Unknown,Motion Twin,0,0,0,0,0,0,,31/03/2023,4,10,,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Dead Cells: The Queen and the Sea,PS4,Dead Cells: The Queen and the Sea,Unknown,Motion Twin,0,0,0,0,0,0,,22/09/2022,,,,,,playway
PS4_DNF Duel,PS4,DNF Duel,Unknown,Arc System Works,0,0,0,0,0,0,,19/09/2022,3.5,6,,"Casual, Action, Fighting","PC, PlayStation 5, PlayStation 4",playway
PS4_Dead or School,PS4,Dead or School,Unknown,Nanafushi,0,0,0,0,0,0,,15/07/2018,3.21,14,,"Indie, Action, RPG","PC, PlayStation 4, Nintendo Switch",playway
PS4_Death Road to Canada,PS4,Death Road to Canada,Unknown,Rocketcat Games,0,0,0,0,0,0,,31/01/2018,3.8,74,91,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",playway
PS4_Dawn of the Monsters,PS4,Dawn of the Monsters,Unknown,13AM Games,0,0,0,0,0,0,,10/03/2022,,,,,,playway
PS4_DREDGE,PS4,DREDGE,Unknown,Black Salt Games,0,0,0,0,0,0,,30/03/2023,4.29,218,,"Adventure, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_DREDGE - The Iron Rig,PS4,DREDGE - The Iron Rig,Unknown,Black Salt Games,0,0,0,0,0,0,,14/08/2024,,,,,,playway
PS4_DREDGE - The Pale Reach,PS4,DREDGE - The Pale Reach,Unknown,Black Salt Games,0,0,0,0,0,0,,13/10/2023,,,,,,playway
PS4_Dakar Desert Rally,PS4,Dakar Desert Rally,Unknown,Saber Interactive,0,0,0,0,0,0,,11/12/2021,3,14,,Racing,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Dandara,PS4,Dandara,Unknown,Long Hat House,0,0,0,0,0,0,,22/03/2019,3.3,118,75,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",playway
PS4_Danganronpa Trilogy,PS4,Danganronpa Trilogy,Unknown,Spike Chunsoft,0,0,0,0,0,0,,16/04/2023,,,,,,playway
PS4_Darius Cozmic Collection Arcade,PS4,Darius Cozmic Collection Arcade,Unknown,M2,0,0,0,0,0,0,,16/06/2020,0,0,,Action,"PC, PlayStation 4, Nintendo Switch",playway
PS4_Darius Cozmic Collection Console,PS4,Darius Cozmic Collection Console,Unknown,M2,0,0,0,0,0,0,,16/06/2020,0,0,,,"PlayStation 4, Nintendo Switch",playway
PS4_Darius Cozmic Revelation,PS4,Darius Cozmic Revelation,Unknown,M2,0,0,0,0,0,0,,24/06/2020,,,,,,playway
PS4_Dariusburst: Another Chronicle EX+,PS4,Dariusburst: Another Chronicle EX+,Unknown,Taito,0,0,0,0,0,0,,06/06/2021,,,,,,playway
PS4_Dark Devotion,PS4,Dark Devotion,Unknown,Hibernian Workshop,0,0,0,0,0,0,,18/11/2019,3.14,42,70,"Indie, Adventure, Action, RPG","PC, PlayStation 4, Nintendo Switch",playway
PS4_Dark Souls II: Crown of the Sunken King,PS4,Dark Souls II: Crown of the Sunken King,Unknown,From Software,0,0,0,0,0,0,,21/08/2022,,,,,,playway
PS4_Cocoon,PS4,Cocoon,Unknown,Geometric Interactive,0,0,0,0,0,0,,01/08/2023,4.39,181,,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Capes,PS4,Capes,Unknown,Spitfire Interactive,0,0,0,0,0,0,,03/06/2024,,,,,,playway
PS4_Call of Duty: Vanguard,PS4,Call of Duty: Vanguard,Unknown,Sledgehammer Games,0,0,0,0,0,0,,17/08/2021,3.09,134,,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Call of Duty: Warzone 2.0,PS4,Call of Duty: Warzone 2.0,Unknown,Infinity Ward,0,0,0,0,0,0,,08/05/2024,3.19,81,,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Cannon Dancer – Osman,PS4,Cannon Dancer – Osman,Unknown,Mitchell Corporation,0,0,0,0,0,0,,12/04/2023,,,,,,playway
PS4_Capcom Arcade 2nd Stadium,PS4,Capcom Arcade 2nd Stadium,Unknown,Capcom,0,0,0,0,0,0,,06/07/2022,3,12,,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Capcom Arcade Stadium,PS4,Capcom Arcade Stadium,Unknown,Capcom,0,0,0,0,0,0,,06/06/2023,2.68,73,78,"Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Capcom Fighting Collection 2,PS4,Capcom Fighting Collection 2,Unknown,Capcom,0,0,0,0,0,0,,29/10/2024,,,,,,playway
PS4_Captain Blood,PS4,Captain Blood,Unknown,SeaWolf Studio,0,0,0,0,0,0,,12/05/2025,3.5,16,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Castle Crashers Remastered,PS4,Castle Crashers Remastered,Unknown,The Behemoth,0,0,0,0,0,0,,19/03/2019,4.36,53,,,"Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Car Mechanic Simulator,PS4,Car Mechanic Simulator,Unknown,Red Dot Games,0,0,0,0,0,0,,04/02/2024,3.92,13,58,Simulation,"Xbox One, PlayStation 4, Nintendo Switch, Android",playway
PS4_Caravan Journey,PS4,Caravan Journey,Unknown,Unknown,0,0,0,0,0,0,,12/02/2024,,,,,,playway
PS4_Caravan Journey: Nitro,PS4,Caravan Journey: Nitro,Unknown,Unknown,0,0,0,0,0,0,,12/02/2024,,,,,,playway
PS4_Card-en-Ciel,PS4,Card-en-Ciel,Unknown,Inti Creates,0,0,0,0,0,0,,20/03/2024,,,,,,playway
PS4_Call of Duty: Modern Warfare II,PS4,Call of Duty: Modern Warfare II,Unknown,Infinity Ward,0,0,0,0,0,0,,09/06/2022,3.81,212,,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Call of Duty: Black Ops 6,PS4,Call of Duty: Black Ops 6,Unknown,Treyarch,0,0,0,0,0,0,,10/06/2024,,,,,,playway
PS4_Cake Bash,PS4,Cake Bash,Unknown,High Tea Frog,0,0,0,0,0,0,,23/11/2020,0,3,78,"Casual, Indie, Action, Fighting","PC, Xbox One, PlayStation 4",playway
PS4_Breakers Collection,PS4,Breakers Collection,Unknown,QUByte Interactive,0,0,0,0,0,0,,04/04/2023,0,0,,"Casual, Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Breakout Beyond,PS4,Breakout Beyond,Unknown,Choice Provisions,0,0,0,0,0,0,,31/03/2025,,,,,,playway
PS4_Broken Pieces,PS4,Broken Pieces,Unknown,Elseware Experience,0,0,0,0,0,0,,13/06/2021,3.25,6,64,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Buckshot Roulette,PS4,Buckshot Roulette,Unknown,Mike Klubnika,0,0,0,0,0,0,,16/04/2024,,,,,,playway
PS4_Bug Fables: The Everlasting Sapling,PS4,Bug Fables: The Everlasting Sapling,Unknown,Moonsprout Games,0,0,0,0,0,0,,06/11/2021,4.06,18,,"Adventure, Action, RPG, Strategy, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Bulwark: Falconeer Chronicles,PS4,Bulwark: Falconeer Chronicles,Unknown,Tomas Sala,0,0,0,0,0,0,,17/01/2024,,,,,,playway
PS4_Button City,PS4,Button City,Unknown,Subliminal,0,0,0,0,0,0,,13/06/2021,,,,,,playway
PS4_CATAN - Console Edition,PS4,CATAN - Console Edition,Unknown,Nomad Games,0,0,0,0,0,0,,27/11/2023,,,,,,playway
PS4_CLeM,PS4,CLeM,Unknown,Mango Protocol,0,0,0,0,0,0,,17/08/2024,,,,,,playway
PS4_CONSCRIPT,PS4,CONSCRIPT,Unknown,Jordan Mochi,0,0,0,0,0,0,,24/07/2024,,,,,,playway
PS4_CRYMACHINA,PS4,CRYMACHINA,Unknown,FuRyu Corporation,0,0,0,0,0,0,,06/08/2023,0,4,,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",playway
PS4_Castaway,PS4,Castaway,Unknown,Canari Games,0,0,0,0,0,0,,16/07/2024,,,,,,playway
PS4_Cions of Vega,PS4,Cions of Vega,Unknown,Tonguç Bodur,0,0,0,0,0,0,,06/04/2023,,,,,,playway
PS4_Circuit Superstars,PS4,Circuit Superstars,Unknown,Square Enix,0,0,0,0,0,0,,10/06/2019,3.85,19,,Racing,"PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Cirsed Castilla EX,PS4,Cirsed Castilla EX,Unknown,Abylight,0,0,0,0,0,0,,24/01/2019,,,,,,playway
PS4_Citizens of Space,PS4,Citizens of Space,Unknown,Eden Industries,0,0,0,0,0,0,,16/06/2019,0,2,,RPG,"PC, PlayStation 4, Nintendo Switch",playway
PS4_Civilization VII,PS4,Civilization VII,Unknown,Firaxis Games,0,0,0,0,0,0,,17/06/2024,,,,,,playway
PS4_Clash: Artifacts of Chaos,PS4,Clash: Artifacts of Chaos,Unknown,ACE Team,0,0,0,0,0,0,,07/01/2023,3.29,14,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",playway
PS4_Classic Journey,PS4,Classic Journey,Unknown,Unknown,0,0,0,0,0,0,,12/02/2024,,,,,,playway
PS4_Classic Journey: Nitro,PS4,Classic Journey: Nitro,Unknown,Unknown,0,0,0,0,0,0,,12/02/2024,,,,,,playway
PS4_Clock Tower: Rewind,PS4,Clock Tower: Rewind,Unknown,WayForward Technologies,0,0,0,0,0,0,,30/10/2024,,,,,,playway
PS4_Clockwork Aquario,PS4,Clockwork Aquario,Unknown,Westone Bit Entertainment,0,0,0,0,0,0,,02/11/2020,,,,,,playway
PS4_Closer the Distance,PS4,Closer the Distance,Unknown,Osmotic Studios,0,0,0,0,0,0,,10/08/2024,,,,,,playway
PS4_Chroma Squad,PS4,Chroma Squad,Unknown,Behold Studios,0,0,0,0,0,0,,08/03/2019,3.55,96,75,"Strategy, Indie, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",playway
PS4_Chorus: Rise as One,PS4,Chorus: Rise as One,Unknown,Fishlabs Entertainment,0,0,0,0,0,0,,07/05/2020,,,,,,playway
PS4_Cat Quest III,PS4,Cat Quest III,Unknown,The Gentlebros,0,0,0,0,0,0,,24/04/2024,,,,,,playway
PS4_Cecile,PS4,Cecile,Unknown,CyberConnect2,0,0,0,0,0,0,,19/07/2018,,,,,,playway
PS4_Chained Echoes,PS4,Chained Echoes,Unknown,Matthias Linda,0,0,0,0,0,0,,17/10/2022,4.37,43,89,"Indie, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",playway
PS4_Chained Echoes: Ashes of Elrant,PS4,Chained Echoes: Ashes of Elrant,Unknown,Matthias Linda,0,0,0,0,0,0,,20/07/2025,,,,,,playway
PS4_Chants of Sennaar,PS4,Chants of Sennaar,Unknown,Rundisc,0,0,0,0,0,0,,06/10/2023,4.41,97,,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch",playway
PS4_Chasing Static,PS4,Chasing Static,Unknown,Headware Games,0,0,0,0,0,0,,01/02/2023,,,,,,playway
PS4_Chef Life: A Restaurant Simulator,PS4,Chef Life: A Restaurant Simulator,Unknown,Cyanide Studio,0,0,0,0,0,0,,04/04/2023,0,4,,"Strategy, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Chernobylite,PS4,Chernobylite,Unknown,The Farm 51,0,0,0,0,0,0,,27/08/2021,3.3,127,73,"Adventure, Action, RPG, Simulation, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS4_Chicory: A Colorful Tale,PS4,Chicory: A Colorful Tale,Unknown,Greg Lobanov,0,0,0,0,0,0,,30/07/2021,3.92,64,89,"Indie, Adventure, RPG","PC, PlayStation 4, Nintendo Switch, macOS",playway
PS4_Children of Silentown,PS4,Children of Silentown,Unknown,Elf Games,0,0,0,0,0,0,,13/02/2023,4,14,76,"Casual, Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",playway
PS3_WRC: FIA World Rally Championship,PS3,WRC: FIA World Rally Championship,Unknown,Milestone S.r.l,0,200000,0,140000,10000,40000,,,2.43,7,,"Racing, Simulation","PC, PlayStation 3",playway
PS3_Metal Gear Solid: Peace Walker HD Edition,PS3,Metal Gear Solid: Peace Walker HD Edition,Unknown,Kojima Productions,0,150000,0,0,150000,0,,,4.07,83,,"Adventure, Action","Xbox 360, PlayStation 3",playway
PS3_Power Gig: Rise of the SixString,PS3,Power Gig: Rise of the SixString,Unknown,Seven45 Studios,0,140000,130000,0,0,10000,19/10/2010,,0,0,,Arcade,PlayStation 3,playway
PS3_JASF: Jane's Advanced Strike Fighters,PS3,JASF: Jane's Advanced Strike Fighters,Unknown,Trickstar Games,0,110000,70000,30000,0,10000,31/10/2011,,,,,,,playway
PS3_Yoostar2,PS3,Yoostar2,Unknown,Blitz Game Studios,0,100000,40000,50000,0,20000,08/03/2011,,,,,,,playway
PS3_Destroy All Humans! Path of the Furon,PS3,Destroy All Humans! Path of the Furon,Unknown,Sandblast Games,0,90000,0,80000,0,10000,31/12/2020,,0,3,34,Arcade,"Xbox 360, PlayStation 3",playway
PS3_Deadliest Warrior: Ancient Combat,PS3,Deadliest Warrior: Ancient Combat,Unknown,"Pipeworks Software, Inc.",0,40000,40000,0,0,0,17/04/2012,,0,0,,"Arcade, Fighting","Xbox 360, PlayStation 3",playway
PS3_The History Channel: Great Battles - Medieval,PS3,The History Channel: Great Battles - Medieval,Unknown,Slitherine Software,0,40000,0,40000,0,10000,,,,,,,,playway
PS3_Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,Unknown,Fields,0,30000,0,0,30000,0,18/11/2010,,,,,,,playway
PS3_Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Unknown,Fields,0,30000,0,0,30000,0,09/06/2011,,,,,,,playway
PS3_Love Once: Mermaid's Tears,PS3,Love Once: Mermaid's Tears,Unknown,Silicon Studio,0,20000,0,0,20000,0,24/02/2011,,,,,,,playway
PS3_Pro Angler Moves,PS3,Pro Angler Moves,Unknown,"Interworks Unlimited, Inc.",0,10000,10000,0,0,0,03/04/2012,,,,,,,playway
PS3_Agarest Senki: Re-appearance,PS3,Agarest Senki: Re-appearance,Unknown,Compile Heart,0,10000,0,0,10000,0,,,,,,,,playway
PS3_The Scourge Project,PS3,The Scourge Project,Unknown,Tragnarion Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_The Surfer,PS3,The Surfer,Unknown,Bungarra Software,0,0,0,0,0,0,,,0,0,,"Arcade, Sports","PC, PlayStation 3",playway
PS3_The Thirty Nine Steps,PS3,The Thirty Nine Steps,Unknown,TBA,0,0,0,0,0,0,,,,,,,,playway
PS3_The Walking Dead: 400 Days,PS3,The Walking Dead: 400 Days,Unknown,Telltale Games,0,0,0,0,0,0,,,3.66,171,80,"Adventure, Action","PC, PlayStation 4, Xbox One, iOS, Android, macOS, Xbox 360, PlayStation 3, PS Vita",playway
PS3_The Wall,PS3,The Wall,Unknown,Play Ten Interactive,0,0,0,0,0,0,,,,,,,,playway
PS3_They,PS3,They,Unknown,Metropolis Software,0,0,0,0,0,0,31/12/2020,,,,,,,playway
PS3_This Is Vegas,PS3,This Is Vegas,Unknown,Surreal Software,0,0,0,0,0,0,,,,,,,,playway
PS3_Thomas Was Alone: Benjamin's Flight,PS3,Thomas Was Alone: Benjamin's Flight,Unknown,Mike Bithell Games,0,0,0,0,0,0,,,,,,,,playway
PS3_TimeO,PS3,TimeO,Unknown,ZootFly,0,0,0,0,0,0,,,,,,,,playway
PS3_TimeSplitters 4,PS3,TimeSplitters 4,Unknown,Free Radical Design,0,0,0,0,0,0,,,,,,,,playway
PS3_Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,PS3,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,Unknown,Bandai Namco Games,0,0,0,0,0,0,,,,,,,,playway
PS3_The Agency,PS3,The Agency,Unknown,Sony Online Entertainment,0,0,0,0,0,0,31/12/2020,,,,,,,playway
PS3_The Getaway 3,PS3,The Getaway 3,Unknown,SCE,0,0,0,0,0,0,,,,,,,,playway
PS3_The History Channel: Great Battles of Middle Ages,PS3,The History Channel: Great Battles of Middle Ages,Unknown,Slitherine Software,0,0,0,0,0,0,,,,,,,,playway
PS3_Tiny Troopers Joint Ops,PS3,Tiny Troopers Joint Ops,Unknown,Unknown,0,0,0,0,0,0,18/11/2014,,2.28,54,,"Casual, Shooter","PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 3, PS Vita",playway
PS3_Titan Attacks!,PS3,Titan Attacks!,Unknown,Puppy Games,0,0,0,0,0,0,,,2.72,139,,"Casual, Indie, Action","PC, PlayStation 4, Nintendo 3DS, macOS, Linux, PlayStation 3, PS Vita",playway
PS3_To End All Wars,PS3,To End All Wars,Unknown,Chemistry/Kuju Entertainment,0,0,0,0,0,0,,,,,,,,playway
PS3_WarDevil: Enigma,PS3,WarDevil: Enigma,Unknown,Digi-Guys,0,0,0,0,0,0,,,,,,,,playway
PS3_Voltage,PS3,Voltage,Unknown,Lexicon Entertainment,0,0,0,0,0,0,,,0,0,,"Racing, Adventure, Action, Arcade, Indie","PC, PlayStation 3",playway
PS3_WWE Brawl,PS3,WWE Brawl,Unknown,THQ,0,0,0,0,0,0,,,,,,,,playway
PS3_Wacky Land Boss,PS3,Wacky Land Boss,Unknown,Fair Play Labs,0,0,0,0,0,0,,,,,,,,playway
PS3_Wet 2,PS3,Wet 2,Unknown,Behaviour Interactive Inc.,0,0,0,0,0,0,,,,,,,,playway
PS3_Wheels of Destruction,PS3,Wheels of Destruction,Unknown,Gelid Games,0,0,0,0,0,0,,,,,,,,playway
PS3_World Gone Sour,PS3,World Gone Sour,Unknown,Playbrains,0,0,0,0,0,0,,,0,0,,Arcade,"PC, PlayStation 3",playway
PS3_World in Conflict: Soviet Assault,PS3,World in Conflict: Soviet Assault,Unknown,Massive Entertainment / Swordfish Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_World of Outlaws: Sprint Cars,PS3,World of Outlaws: Sprint Cars,Unknown,THQ,0,0,0,0,0,0,,,0,0,,"Racing, Simulation","Xbox 360, PlayStation 3",playway
PS3_Urban Trial Freestyle,PS3,Urban Trial Freestyle,Unknown,Unknown,0,0,0,0,0,0,01/01/2013,,2.7,99,58,"Racing, Action, Simulation, Sports","PC, iOS, Nintendo 3DS, PlayStation 3, PS Vita",playway
PS3_Tony Hawk's Pro Skater HD,PS3,Tony Hawk's Pro Skater HD,Unknown,Robomodo,0,0,0,0,0,0,,,,,,,,playway
PS3_Tour de France 2011,PS3,Tour de France 2011,Unknown,Cyanide Studio,0,0,0,0,0,0,,,,,,,,playway
PS3_Transformers: War for Cybertron 2,PS3,Transformers: War for Cybertron 2,Unknown,High Moon Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_Troll & Armor,PS3,Troll & Armor,Unknown,Emerging Ent.,0,0,0,0,0,0,,,,,,,,playway
PS3_True Crime: Hong Kong,PS3,True Crime: Hong Kong,Unknown,United Front Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Two Worlds II: Pirates of the Flying Fortress,PS3,Two Worlds II: Pirates of the Flying Fortress,Unknown,Reality Pump,0,0,0,0,0,0,,,0,4,78,"Action, RPG","PC, PlayStation 3",playway
PS3_Unearthed,PS3,Unearthed,Unknown,Unknown,0,0,0,0,0,0,01/01/2015,,,,,,,playway
PS3_Section 8: Prejudice - Overdrive Map Pack,PS3,Section 8: Prejudice - Overdrive Map Pack,Unknown,TimeGate Studios,0,0,0,0,0,0,,,0,0,,"Shooter, Action","PC, PlayStation 3",playway
PS3_Sekai Saikyou Ginsei Igo 7,PS3,Sekai Saikyou Ginsei Igo 7,Unknown,SilverStar,0,0,0,0,0,0,,,,,,,,playway
PS3_Shakedown: Hawaii,PS3,Shakedown: Hawaii,Unknown,Vblank Entertainment Inc.,0,0,0,0,0,0,,,,,,,,playway
PS3_Shin Megami Tensei,PS3,Shin Megami Tensei,Unknown,Atlus Co.,0,0,0,0,0,0,,,,,,,,playway
PS3_Section 8: Prejudice,PS3,Section 8: Prejudice,Unknown,TimeGate Studios,0,0,0,0,0,0,,,3,44,77,"Shooter, Action","PC, Xbox 360, PlayStation 3",playway
PS3_Shovel Knight Showdown,PS3,Shovel Knight Showdown,Unknown,Yacht Club Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Shovel Knight: King of Cards,PS3,Shovel Knight: King of Cards,Unknown,Yacht Club Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Section 8: Prejudice - Frontier Colonies Map Pack,PS3,Section 8: Prejudice - Frontier Colonies Map Pack,Unknown,TimeGate Studios,0,0,0,0,0,0,,,0,0,,"Shooter, Action","PC, PlayStation 3",playway
PS3_Scratch: The Ultimate DJ,PS3,Scratch: The Ultimate DJ,Unknown,Commotion Interactive,0,0,0,0,0,0,,,,,,,,playway
PS3_Rotastic,PS3,Rotastic,Unknown,Dancing Dots,0,0,0,0,0,0,,,3,6,,"Action, Casual, Arcade, Family, Platformer","PC, Xbox 360, PlayStation 3",playway
